policy_id,policyholder_age,policy_tenure_months,premium_amount,coverage_amount,payment_history_score,predicted_lapse_risk,confidence_interval_lower,confidence_interval_upper,explanation_strength,explanation_type,human_override,response_time_seconds,initial_trust_score,actual_lapse_occurred,post_decision_trust_score,intervention_taken,decision_timestamp,trust_change_direction,decision_delay_bucket,external_pressure
POL-413802,39,14,52.79,420000,0.53,0.08,0.54,0.08,0.46,rule-based,FALSE,18,0.95,FALSE,0.95,none,5/21/24 10:27,decrease,fast,none
POL-302161,53,150,413.91,411000,0.98,0.29,0.18,0.22,0.64,feature_importance,FALSE,15,0.66,FALSE,0.74,none,11/26/25 12:00,neutral,fast,none
POL-811683,58,320,420.22,984000,0.58,0.21,0.18,0.3,0.68,SHAP,FALSE,190,0.62,TRUE,0.48,premium_adjustment,7/18/25 17:23,increase,delayed,none
POL-408727,56,174,1288.46,424000,0.65,0.55,0.14,0.12,0.7,LIME,TRUE,52,0.66,FALSE,0.6,none,9/8/24 13:49,neutral,moderate,high
POL-912424,42,60,735.32,1919000,0.88,0.05,0.26,0.2,0.77,LIME,FALSE,15,0.51,FALSE,0.68,none,7/8/24 15:09,decrease,fast,none
POL-808882,68,180,720.33,298000,0.92,0.07,0.16,0.44,0.78,SHAP,FALSE,60,0.67,FALSE,0.83,none,7/17/24 9:49,increase,moderate,none
POL-170042,59,290,224.85,78000,0.84,0.46,0.28,0.44,0.71,SHAP,TRUE,72,0.7,TRUE,0.9,coverage_review,12/1/25 13:40,increase,moderate,high
POL-319783,35,32,145.78,156000,0.71,0.61,0.24,0.28,0.66,LIME,TRUE,232,0.56,TRUE,0.6,retention_call,8/26/24 9:03,neutral,delayed,high
POL-571302,56,270,420.03,1727000,0.54,0.58,0.3,0.76,0.79,counterfactual,TRUE,15,0.76,TRUE,0.72,coverage_review,7/20/25 16:42,increase,fast,high
POL-977194,40,420,1491.48,434000,0.71,0.69,0.1,0.78,0.62,feature_importance,FALSE,80,0.95,FALSE,0.69,none,7/18/25 18:59,increase,moderate,high
POL-273330,28,72,88.83,70000,0.58,0.51,0.22,0.52,0.59,rule-based,FALSE,50,0.9,FALSE,0.95,none,1/25/25 11:50,increase,moderate,none
POL-271107,49,60,130.06,530000,0.76,0.3,0.32,0.54,0.64,feature_importance,FALSE,15,0.76,FALSE,0.88,none,10/25/24 11:19,increase,fast,none
POL-482862,48,84,145.46,1115000,0.76,0.31,0.34,0.18,0.58,SHAP,TRUE,60,0.81,TRUE,0.5,coverage_review,1/28/25 14:02,decrease,moderate,none
POL-071222,40,260,210.54,2000000,0.7,0.21,0.48,0.66,0.7,LIME,TRUE,110,0.79,TRUE,0.7,retention_call,10/30/24 9:12,increase,delayed,mild
POL-711038,41,80,986.25,698000,0.55,0.2,0.18,0.32,0.82,feature_importance,FALSE,30,0.71,FALSE,0.73,none,5/10/24 9:50,increase,fast,none
POL-452819,49,50,416.3,300000,0.85,0.22,0.28,0.36,0.75,LIME,TRUE,120,0.6,TRUE,0.79,coverage_review,5/31/24 14:52,increase,delayed,mild
POL-087077,48,300,262.72,1588000,0.7,0.6,0.02,0.58,0.52,counterfactual,FALSE,15,0.59,FALSE,0.65,none,7/20/25 15:42,increase,fast,high
POL-790410,29,412,310.5,1012000,0.54,0.49,0.18,0.75,0.66,counterfactual,FALSE,90,0.72,FALSE,0.4,premium_adjustment,8/26/24 16:26,increase,moderate,mild
POL-001238,46,20,63.36,122000,0.88,0.2,0.14,0.3,0.69,SHAP,FALSE,80,0.62,FALSE,0.4,premium_adjustment,5/20/25 13:40,increase,moderate,none
POL-601233,45,300,722.96,229000,0.6,0.46,0.58,0.46,0.66,LIME,TRUE,28,0.71,TRUE,0.71,premium_adjustment,9/28/24 10:43,decrease,fast,high
POL-520389,70,122,149.31,953000,0.52,0.62,0.26,0.1,0.92,SHAP,FALSE,52,0.71,FALSE,0.65,none,1/1/25 14:03,decrease,moderate,mild
POL-172821,47,480,74.65,290000,0.81,0.05,0.02,0.82,0.52,feature_importance,FALSE,50,0.95,FALSE,0.62,none,8/15/25 13:45,increase,moderate,none
POL-924860,70,360,439.5,415000,0.91,0.08,0.44,0.46,0.53,LIME,TRUE,290,0.75,TRUE,0.58,coverage_review,10/26/24 18:35,neutral,delayed,none
PL-901619,29,218,88.02,189000,0.9,0.18,0.48,0.48,0.66,LIME,FALSE,110,0.6,FALSE,0.4,coverage_review,1/26/25 11:03,neutral,delayed,none
POL-672972,32,46,60.49,449000,0.82,0.06,0.54,0.23,0.47,LIME,TRUE,40,0.58,TRUE,0.7,premium_adjustment,1/26/24 11:26,decrease,fast,none
POL-328840,50,80,98.83,183000,0.74,0.51,0.58,0.8,0.89,LIME,FALSE,36,0.62,TRUE,0.56,retention_call,1/26/24 9:43,increase,fast,mild
POL-415291,59,352,720.35,122000,0.81,0.05,0.06,0.74,0.74,LIME,FALSE,15,0.55,TRUE,0.52,none,9/8/25 15:49,increase,fast,none
POL-128773,58,62,129.29,2000000,0.65,0.3,0.4,0.52,0.64,rule-based,FALSE,170,0.69,FALSE,0.84,premium_adjustment,2/15/25 15:00,increase,delayed,none
POL-686841,69,304,77.97,407000,0.55,0.29,0.1,0.24,0.78,feature_importance,FALSE,76,0.82,FALSE,0.72,none,4/1/24 16:23,increase,moderate,none
POL-803460,58,6,537.45,146000,0.52,0.58,0.5,0.78,0.73,counterfactual,TRUE,20,0.75,FALSE,0.55,coverage_review,1/26/24 9:43,increase,fast,high
POL-293462,32,66,658.13,117000,0.93,0.18,0.04,0.2,0.54,LIME,FALSE,25,0.64,FALSE,0.95,none,12/8/25 13:33,increase,fast,none
POL-12474,68,24,989.77,517000,0.91,0.05,0.03,0.08,0.92,counterfactual,TRUE,38,0.88,TRUE,0.45,retention_call,1/26/25 12:37,neutral,fast,none
POL-617949,51,460,427.19,644000,0.8,0.41,0.24,0.52,0.6,counterfactual,TRUE,44,0.77,TRUE,0.52,coverage_review,8/8/24 9:09,increase,moderate,mild
POL-601734,63,200,190.1,75000,0.68,0.32,0.58,0.4,0.73,SHAP,TRUE,38,0.66,FALSE,0.85,none,1/12/25 15:37,decrease,fast,none
POL-170241,39,12,247.28,279000,0.78,0.42,0.04,0.36,0.49,feature_importance,FALSE,26,0.53,FALSE,0.73,none,11/21/24 14:03,increase,fast,mild
POL-913667,35,160,190.31,502000,0.96,0.22,0.18,0.45,0.85,LIME,FALSE,74,0.72,FALSE,0.93,none,10/20/25 15:58,increase,moderate,none
POL-41906,46,180,411.5,797000,0.78,0.21,0.28,0.54,0.79,SHAP,FALSE,282,0.72,FALSE,0.74,none,8/14/24 9:25,increase,delayed,none
POL-001245,69,270,60.68,433000,0.52,0.51,0.48,0.66,0.79,rule-based,FALSE,230,0.77,TRUE,0.83,retention_call,3/7/24 10:49,increase,delayed,mild
POL-376879,42,42,764.36,1801000,0.89,0.31,0.46,0.4,0.61,SHAP,FALSE,40,0.68,FALSE,0.66,none,6/24/24 13:33,decrease,fast,mild
POL-102107,28,160,310.3,726000,0.7,0.21,0.14,0.86,0.69,LIME,TRUE,82,0.86,TRUE,0.8,coverage_review,1/26/24 18:42,increase,moderate,none
POL-702232,51,140,145.41,755000,0.82,0.23,0.16,0.24,0.71,feature_importance,FALSE,98,0.95,FALSE,0.7,none,3/19/25 9:11,increase,moderate,none
POL-319407,38,18,894.42,402000,0.96,0.19,0.04,0.14,0.46,LIME,FALSE,18,0.92,FALSE,0.93,none,6/26/25 15:05,increase,fast,none
POL-007812,51,54,52.46,93000,0.69,0.21,0.32,0.32,0.77,counterfactual,FALSE,194,0.88,FALSE,0.79,premium_adjustment,4/28/24 16:38,neutral,delayed,none
POL-864812,51,84,328.99,81000,0.75,0.66,0.4,0.76,0.46,counterfactual,TRUE,120,0.6,TRUE,0.62,coverage_review,8/8/24 9:49,increase,delayed,high
POL-273940,40,60,772.37,886000,0.87,0.29,0.18,0.3,0.6,counterfactual,FALSE,15,0.68,FALSE,0.68,none,11/22/24 13:58,increase,fast,mild
POL-82302,43,74,310.2,765000,0.91,0.35,0.26,0.34,0.68,counterfactual,TRUE,100,0.85,TRUE,0.57,premium_adjustment,1/26/25 10:49,increase,moderate,mild
POL-094662,28,68,189.76,114000,0.52,0.25,0.44,0.82,0.82,counterfactual,FALSE,150,0.79,FALSE,0.43,premium_adjustment,4/19/24 9:30,increase,delayed,none
POL-872307,41,150,310.16,640000,0.74,0.21,0.18,0.44,0.69,LIME,FALSE,84,0.82,FALSE,0.71,none,9/6/25 9:26,increase,moderate,none
POL-008215,34,88,260.34,762000,0.74,0.68,0.05,0.14,0.79,SHAP,FALSE,72,0.59,FALSE,0.68,none,8/7/25 11:42,increase,moderate,high
POL-206807,60,160,95.4,406000,0.71,0.58,0.28,0.58,0.7,SHAP,TRUE,72,0.85,FALSE,0.82,none,7/25/25 16:00,increase,moderate,mild
POL-594351,52,180,62,974000,0.61,0.49,0.28,0.81,0.62,LIME,TRUE,330,0.6,TRUE,0.7,premium_adjustment,3/21/25 15:11,increase,delayed,mild
POL-112908,53,110,456.99,173000,0.97,0.22,0.18,0.42,0.55,SHAP,FALSE,150,0.95,FALSE,0.65,none,9/6/25 9:00,increase,delayed,none
POL-173102,28,106,52.56,177000,0.61,0.71,0.14,0.4,0.64,SHAP,TRUE,140,0.65,FALSE,0.68,none,12/6/25 10:06,increase,delayed,high
POL-065711,40,470,145.73,430000,0.92,0.15,0.17,0.08,0.84,rule-based,FALSE,38,0.92,FALSE,0.71,none,5/31/24 13:27,decrease,fast,none
POL-071159,56,22,382.29,77000,0.65,0.7,0.36,0.68,0.92,rule-based,TRUE,18,0.82,TRUE,0.42,retention_call,9/26/24 13:52,increase,fast,high
POL-903360,50,260,210.36,181000,0.83,0.14,0.1,0.2,0.69,LIME,FALSE,78,0.9,FALSE,0.92,none,7/15/25 17:13,increase,moderate,none
POL-587622,50,420,70.02,776000,0.74,0.25,0.38,0.46,0.69,counterfactual,TRUE,280,0.87,TRUE,0.5,premium_adjustment,3/6/24 9:43,increase,delayed,none
POL-607105,48,72,980.26,1289000,0.95,0.16,0.02,0.32,0.46,rule-based,FALSE,16,0.93,FALSE,0.75,none,4/22/25 16:47,increase,fast,none
POL-913214,45,240,320.95,982000,0.98,0.3,0.28,0.86,0.63,LIME,TRUE,165,0.83,FALSE,0.7,_RARE_,11/2/24 13:13,increase,delayed,mild
POL-257912,43,72,1220.19,987000,0.98,0.49,0.48,0.86,0.65,LIME,TRUE,118,0.55,TRUE,0.52,premium_adjustment,3/23/24 10:11,increase,delayed,high
POL-357011,28,68,1484.5,1104000,0.92,0.18,0.04,0.7,0.82,rule-based,TRUE,70,0.88,FALSE,0.46,none,7/21/25 16:11,increase,moderate,none
POL-787658,38,64,149.88,1244000,0.72,0.52,0.2,0.6,0.86,LIME,FALSE,38,0.71,FALSE,0.74,premium_adjustment,3/8/25 10:30,increase,fast,mild
POL-415282,68,97,330.66,549000,0.88,0.05,0.25,0.6,0.73,counterfactual,TRUE,320,0.61,FALSE,0.75,none,2/20/24 12:52,increase,delayed,none
POL-130692,51,250,1260.62,439000,0.71,0.22,0.14,0.28,0.78,counterfactual,FALSE,102,0.67,FALSE,0.73,none,6/17/25 11:38,increase,delayed,mild
POL-222218,50,80,260.04,1451000,0.87,0.25,0.4,0.38,0.46,feature_importance,FALSE,40,0.85,FALSE,0.42,none,10/15/25 8:27,neutral,fast,none
POL-915231,46,62,59.28,529000,0.61,0.37,0.45,0.42,0.58,counterfactual,FALSE,122,0.54,TRUE,0.71,none,2/13/24 8:37,neutral,delayed,none
POL-648736,28,62,263.73,900000,0.91,0.23,0.28,0.52,0.68,SHAP,FALSE,162,0.82,FALSE,0.86,none,3/21/25 14:30,increase,delayed,mild
POL-718772,47,360,984.18,770000,0.82,0.05,0.12,0.42,0.85,SHAP,FALSE,28,0.87,FALSE,0.58,none,10/17/24 8:11,increase,fast,none
POL-415904,31,12,310.91,986000,0.92,0.55,0.12,0.38,0.66,rule-based,FALSE,40,0.68,FALSE,0.66,none,7/17/25 16:11,increase,fast,mild
POL-07425,38,62,263.99,70000,0.76,0.58,0.22,0.52,0.46,counterfactual,FALSE,64,0.57,FALSE,0.6,none,1/6/25 13:33,increase,moderate,mild
POL-010662,31,60,898.36,448000,0.98,0.05,0.08,0.21,0.89,SHAP,FALSE,26,0.75,FALSE,0.61,none,4/20/25 15:45,increase,fast,none
POL-571921,48,64,210.06,1532000,0.62,0.3,0.16,0.12,0.68,SHAP,FALSE,82,0.7,FALSE,0.82,none,9/23/25 8:38,neutral,moderate,mild
POL-371959,33,184,62.21,752000,0.97,0.21,0.06,0.64,0.8,counterfactual,FALSE,45,0.61,FALSE,0.87,none,11/14/24 15:33,increase,moderate,none
POL-194729,59,12,67.55,1512000,0.96,0.05,0.05,0.18,0.51,rule-based,FALSE,28,0.78,FALSE,0.71,none,1/26/24 9:43,increase,fast,none
POL-012237,61,80,233.82,70000,0.65,0.54,0.24,0.74,0.73,rule-based,FALSE,70,0.66,TRUE,0.58,premium_adjustment,7/11/24 18:03,increase,moderate,mild
POL-974261,60,420,129.92,385000,0.88,0.44,0.46,0.76,0.9,SHAP,TRUE,58,0.85,TRUE,0.48,premium_adjustment,3/14/24 15:30,increase,moderate,mild
POL-647281,36,26,148.72,70000,0.98,0.56,0.34,0.18,0.92,counterfactual,FALSE,20,0.69,FALSE,0.64,none,7/29/24 12:37,decrease,fast,mild
POL-904412,44,220,520.17,433000,0.92,0.25,0.12,0.38,0.62,counterfactual,FALSE,55,0.88,FALSE,0.69,none,7/6/24 15:36,increase,moderate,none
POL-673760,51,310,310.23,1834000,0.84,0.48,0.46,0.81,0.91,rule-based,TRUE,75,0.76,TRUE,0.5,coverage_review,11/24/25 15:15,increase,moderate,high
POL-064210,35,68,60.64,79000,0.61,0.5,0.24,0.12,0.63,SHAP,FALSE,82,0.61,FALSE,0.6,none,9/12/25 12:19,decrease,moderate,mild
POL-068254,41,54,225.41,1107000,0.89,0.58,0.28,0.08,0.7,counterfactual,FALSE,130,0.7,FALSE,0.78,premium_adjustment,9/2/24 13:12,decrease,delayed,high
POL-689121,68,340,259.32,328000,0.94,0.58,0.34,0.42,0.63,rule-based,FALSE,50,0.74,FALSE,0.53,retention_call,6/6/24 10:11,increase,moderate,high
POL-094037,38,304,112.05,284000,0.78,0.2,0.48,0.36,0.46,feature_importance,TRUE,110,0.56,TRUE,0.64,retention_call,8/24/25 15:11,decrease,delayed,none
POL-008602,64,460,1500,1116000,0.75,0.59,0.2,0.42,0.88,rule-based,TRUE,160,0.85,TRUE,0.83,retention_call,1/21/25 11:49,increase,delayed,high
POL-472849,60,340,587.74,913000,0.72,0.56,0.3,0.68,0.88,counterfactual,TRUE,190,0.83,TRUE,0.64,coverage_review,7/15/24 18:42,increase,delayed,high
POL-126702,68,480,1468.19,768000,0.53,0.58,0.45,0.7,0.73,feature_importance,TRUE,176,0.8,TRUE,0.4,retention_call,10/7/24 18:41,increase,delayed,high
POL-421515,59,210,71.51,603000,0.84,0.65,0.5,0.4,0.7,LIME,FALSE,80,0.65,FALSE,0.73,none,7/26/24 11:53,decrease,moderate,mild
POL-904340,66,370,66.26,982000,0.8,0.28,0.48,0.46,0.82,SHAP,TRUE,180,0.82,TRUE,0.8,premium_adjustment,9/17/24 16:18,neutral,delayed,mild
POL-399960,69,18,260.32,1238000,0.9,0.05,0.4,0.18,0.92,SHAP,FALSE,18,0.83,FALSE,0.95,none,7/2/24 12:02,decrease,fast,none
POL-100378,41,70,327.77,123000,0.82,0.48,0.3,0.54,0.46,counterfactual,FALSE,168,0.88,FALSE,0.77,none,9/19/24 12:06,increase,delayed,high
POL-715642,55,210,126.75,701000,0.81,0.45,0.22,0.76,0.73,LIME,FALSE,65,0.6,FALSE,0.7,none,1/29/25 8:37,increase,moderate,none
POL-842835,44,132,189.46,306000,0.85,0.11,0.04,0.14,0.63,SHAP,FALSE,15,0.62,FALSE,0.66,none,10/18/25 15:02,increase,fast,none
POL-901210,28,176,731.47,96000,0.92,0.35,0.18,0.28,0.85,LIME,FALSE,70,0.63,FALSE,0.68,none,2/15/25 16:44,increase,moderate,mild
POL-398260,53,210,213.99,704000,0.82,0.71,0.44,0.64,0.75,rule-based,FALSE,15,0.65,TRUE,0.58,retention_call,11/19/24 11:59,increase,fast,high
POL-915404,38,96,591.89,108000,0.75,0.45,0.4,0.08,0.83,LIME,FALSE,64,0.57,FALSE,0.8,retention_call,6/24/25 14:18,decrease,moderate,mild
POL-609951,50,220,207.57,1101000,0.98,0.42,0.24,0.3,0.78,counterfactual,FALSE,50,0.75,FALSE,0.71,none,2/6/25 15:17,increase,moderate,mild
POL-664305,69,300,260.35,2000000,0.69,0.45,0.54,0.58,0.91,SHAP,TRUE,270,0.8,TRUE,0.85,coverage_review,1/26/25 9:06,neutral,delayed,high
POL-560808,28,210,477.19,1246000,0.78,0.68,0.2,0.54,0.79,feature_importance,FALSE,15,0.74,FALSE,0.86,none,1/7/25 8:27,increase,fast,high
POL-063777,55,210,713.21,2000000,0.7,0.52,0.38,0.56,0.76,LIME,TRUE,110,0.87,TRUE,0.58,premium_adjustment,7/17/24 18:52,increase,delayed,high
POL-452261,44,228,312.37,2000000,0.94,0.54,0.58,0.52,0.56,SHAP,FALSE,98,0.87,TRUE,0.65,none,1/23/25 9:11,decrease,moderate,mild
POL-001255,52,300,52.3,541000,0.6,0.18,0.45,0.52,0.86,SHAP,FALSE,80,0.66,FALSE,0.7,retention_call,6/23/25 8:45,increase,moderate,none
POL-120210,35,40,194.64,1941000,0.88,0.6,0.09,0.12,0.73,feature_importance,FALSE,98,0.66,FALSE,0.69,none,8/17/25 13:45,neutral,moderate,mild
POL-708230,30,18,239.68,948000,0.85,0.35,0.26,0.48,0.9,feature_importance,FALSE,74,0.86,FALSE,0.93,none,4/23/25 15:30,increase,moderate,mild
POL-91264,28,480,618.39,1285000,0.68,0.56,0.16,0.64,0.82,LIME,FALSE,190,0.88,TRUE,0.95,retention_call,11/7/24 11:33,increase,delayed,high
POL-389198,56,280,143.1,672000,0.92,0.05,0.02,0.12,0.86,SHAP,FALSE,15,0.68,FALSE,0.8,none,8/7/24 9:00,increase,fast,none
POL-134841,28,520,472,1882000,0.61,0.29,0.14,0.28,0.69,SHAP,FALSE,82,0.67,FALSE,0.73,none,6/23/25 13:28,increase,moderate,mild
POL-692914,60,220,142.49,695000,0.63,0.58,0.3,0.76,0.63,SHAP,FALSE,65,0.59,FALSE,0.57,premium_adjustment,5/21/25 9:49,increase,moderate,mild
POL-375213,52,6,146.96,1867000,0.64,0.48,0.36,0.66,0.7,feature_importance,TRUE,20,0.67,TRUE,0.51,coverage_review,1/26/24 9:43,increase,fast,mild
POL-612904,28,228,60.33,530000,0.65,0.56,0.44,0.56,0.75,counterfactual,FALSE,130,0.6,FALSE,0.66,coverage_review,11/28/25 13:49,increase,delayed,mild
POL-072364,46,32,52.3,122000,0.83,0.12,0.38,0.16,0.64,SHAP,FALSE,30,0.85,FALSE,0.5,none,8/15/24 15:19,decrease,fast,none
POL-246138,33,72,113.87,532000,0.78,0.18,0.08,0.14,0.63,counterfactual,FALSE,28,0.61,FALSE,0.63,none,3/22/24 14:23,increase,fast,none
POL-417102,32,230,89.99,2000000,0.6,0.42,0.18,0.6,0.52,SHAP,FALSE,108,0.64,FALSE,0.6,premium_adjustment,11/17/24 10:40,increase,delayed,mild
POL-995710,31,24,89.99,1587000,0.7,0.36,0.16,0.58,0.63,counterfactual,FALSE,80,0.6,FALSE,0.61,none,5/7/25 17:42,increase,moderate,none
POL-101879,68,220,734.53,332000,0.8,0.24,0.24,0.56,0.75,SHAP,FALSE,180,0.71,TRUE,0.86,coverage_review,11/7/25 12:10,increase,delayed,mild
POL-918679,54,58,989.58,2000000,0.66,0.15,0.44,0.34,0.75,SHAP,FALSE,72,0.65,FALSE,0.76,none,5/2/24 11:33,decrease,moderate,none
POL-245481,70,56,412.46,78000,0.95,0.42,0.44,0.46,0.77,LIME,FALSE,260,0.69,FALSE,0.61,retention_call,6/1/25 11:52,neutral,delayed,mild
POL-195872,28,514,212.65,447000,0.6,0.05,0.3,0.62,0.92,SHAP,FALSE,18,0.71,TRUE,0.67,premium_adjustment,3/18/24 13:12,increase,fast,none
POL-522300,32,24,187.28,70000,0.72,0.4,0.4,0.54,0.46,rule-based,FALSE,160,0.68,FALSE,0.71,retention_call,1/17/25 10:06,increase,delayed,none
POL-140802,66,66,487.88,81000,0.6,0.59,0.36,0.62,0.73,rule-based,FALSE,50,0.88,FALSE,0.57,retention_call,9/28/24 18:11,increase,moderate,high
POL-001245,70,380,150.61,97000,0.88,0.39,0.38,0.54,0.63,LIME,FALSE,130,0.62,TRUE,0.67,coverage_review,2/4/25 16:45,increase,delayed,none
POL-680683,51,170,210.04,1530000,0.89,0.68,0.48,0.3,0.66,SHAP,TRUE,70,0.6,TRUE,0.41,_RARE_,12/8/25 13:33,decrease,moderate,high
POL-126302,51,280,210.42,384000,0.6,0.28,0.4,0.86,0.68,feature_importance,TRUE,36,0.74,TRUE,0.54,premium_adjustment,11/10/24 9:19,increase,fast,mild
POL-360721,52,22,52.46,121000,0.9,0.38,0.2,0.48,0.92,feature_importance,FALSE,65,0.85,FALSE,0.74,none,7/14/25 15:35,increase,moderate,none
POL-374323,70,96,186.48,547000,0.8,0.28,0.18,0.39,0.46,LIME,FALSE,22,0.55,FALSE,0.6,none,8/26/24 16:10,increase,fast,none
POL-160812,42,272,118.17,707000,0.58,0.29,0.14,0.3,0.69,SHAP,FALSE,15,0.85,FALSE,0.82,none,4/4/24 18:03,increase,fast,none
POL-623612,38,18,357.63,1625000,0.9,0.35,0.32,0.28,0.85,SHAP,FALSE,64,0.6,FALSE,0.74,none,10/19/25 10:00,neutral,moderate,mild
POL-241243,45,412,66.86,351000,0.62,0.25,0.16,0.4,0.76,LIME,FALSE,58,0.68,FALSE,0.78,none,7/20/25 11:25,increase,moderate,none
POL-710234,41,190,72.28,390000,0.88,0.21,0.2,0.46,0.6,counterfactual,FALSE,170,0.68,FALSE,0.68,none,12/20/24 16:45,increase,delayed,none
POL-009201,66,200,63.18,350000,0.87,0.22,0.52,0.54,0.88,feature_importance,TRUE,330,0.86,TRUE,0.5,coverage_review,5/8/25 12:52,neutral,delayed,none
POL-574820,68,12,138.79,348000,0.58,0.69,0.14,0.74,0.6,feature_importance,FALSE,95,0.62,FALSE,0.81,none,9/8/24 14:33,increase,moderate,mild
POL-607261,58,90,376.34,753000,0.95,0.6,0.08,0.21,0.46,LIME,FALSE,65,0.61,FALSE,0.42,none,1/19/25 10:03,increase,moderate,high
POL-001241,51,210,420.95,737000,0.8,0.28,0.26,0.6,0.73,LIME,FALSE,180,0.77,FALSE,0.84,coverage_review,5/12/24 9:36,increase,delayed,mild
POL-003358,66,260,420.23,348000,0.88,0.56,0.14,0.7,0.6,LIME,TRUE,40,0.84,FALSE,0.51,coverage_review,10/8/25 8:11,increase,fast,high
POL-207689,47,62,189.96,154000,0.67,0.65,0.4,0.52,0.76,SHAP,FALSE,15,0.72,FALSE,0.73,none,7/24/24 11:49,increase,fast,mild
POL-743218,56,360,897.17,499000,0.78,0.28,0.1,0.34,0.89,rule-based,FALSE,160,0.67,FALSE,0.89,premium_adjustment,7/9/25 8:52,increase,delayed,mild
POL-361872,38,310,95.11,1536000,0.82,0.21,0.38,0.68,0.76,LIME,FALSE,65,0.66,FALSE,0.71,none,2/27/25 14:08,increase,moderate,none
POL-691209,28,270,190.29,580000,0.82,0.35,0.22,0.41,0.58,SHAP,FALSE,88,0.72,FALSE,0.62,none,8/5/25 10:15,increase,moderate,none
POL-092847,66,390,59.41,754000,0.73,0.48,0.58,0.86,0.82,LIME,TRUE,130,0.7,TRUE,0.5,premium_adjustment,5/26/24 10:17,increase,delayed,mild
POL-114699,55,224,150.44,186000,0.54,0.22,0.28,0.56,0.5,LIME,FALSE,104,0.6,FALSE,0.5,premium_adjustment,6/23/25 15:19,increase,delayed,none
POL-215984,28,72,487.53,643000,0.95,0.68,0.02,0.08,0.46,LIME,FALSE,70,0.6,FALSE,0.58,none,2/26/25 10:17,increase,moderate,high
POL-908438,38,52,535.53,120000,0.74,0.62,0.4,0.74,0.68,feature_importance,FALSE,15,0.84,FALSE,0.72,none,7/4/24 18:47,increase,fast,high
POL-600914,53,340,310.7,1195000,0.92,0.63,0.18,0.4,0.66,SHAP,FALSE,92,0.84,FALSE,0.8,none,10/1/25 11:58,increase,moderate,high
POL-650335,38,30,188.81,323000,0.69,0.71,0.35,0.1,0.58,SHAP,TRUE,270,0.92,TRUE,0.45,none,7/23/25 8:42,decrease,delayed,high
POL-115901,55,140,141.92,996000,0.75,0.71,0.55,0.48,0.73,rule-based,TRUE,75,0.73,FALSE,0.78,coverage_review,1/26/24 9:43,decrease,moderate,high
POL-603829,33,84,89.99,285000,0.86,0.38,0.04,0.28,0.85,LIME,FALSE,54,0.51,FALSE,0.5,none,1/25/25 14:58,increase,moderate,none
POL-931360,31,46,210.46,984000,0.76,0.48,0.12,0.2,0.58,feature_importance,FALSE,44,0.55,FALSE,0.6,none,10/15/24 10:10,increase,moderate,mild
POL-117889,28,240,260.32,307000,0.79,0.4,0.32,0.8,0.92,rule-based,TRUE,230,0.85,TRUE,0.52,premium_adjustment,1/26/24 9:43,increase,delayed,high
POL-807960,59,12,224.35,152000,0.96,0.52,0.3,0.52,0.47,rule-based,FALSE,174,0.65,FALSE,0.68,none,11/24/25 18:30,increase,delayed,high
POL-715926,46,96,1288.33,121000,0.62,0.34,0.28,0.2,0.86,SHAP,FALSE,50,0.95,FALSE,0.71,none,8/4/24 12:28,decrease,moderate,mild
POL-659941,47,270,125.98,485000,0.84,0.21,0.18,0.58,0.66,feature_importance,FALSE,80,0.76,FALSE,0.82,retention_call,3/2/24 9:23,increase,moderate,none
POL-003443,70,520,267.51,120000,0.98,0.41,0.44,0.41,0.79,SHAP,TRUE,68,0.82,FALSE,0.5,retention_call,1/26/24 9:43,neutral,moderate,high
POL-073417,44,260,1498.3,71000,0.8,0.43,0.48,0.58,0.66,SHAP,FALSE,72,0.88,TRUE,0.88,none,7/19/24 9:12,increase,moderate,mild
POL-061228,28,66,149.61,93000,0.87,0.32,0.25,0.3,0.7,LIME,FALSE,35,0.87,TRUE,0.77,none,7/19/24 12:52,neutral,fast,none
POL-068350,68,12,897.37,1518000,0.92,0.15,0.54,0.19,0.92,LIME,FALSE,15,0.7,FALSE,0.71,none,4/21/25 11:30,decrease,fast,none
POL-781704,48,180,233.2,986000,0.56,0.05,0.18,0.28,0.65,counterfactual,FALSE,65,0.65,FALSE,0.65,none,12/8/25 13:33,increase,moderate,none
POL-692810,56,10,52.69,991000,0.68,0.05,0.32,0.64,0.56,LIME,TRUE,58,0.55,TRUE,0.67,none,12/21/24 15:35,increase,moderate,none
POL-108809,28,50,138.95,94000,0.73,0.68,0.03,0.11,0.62,counterfactual,FALSE,30,0.95,FALSE,0.89,none,4/2/25 11:25,increase,fast,mild
POL-182900,38,26,234.06,122000,0.98,0.38,0.32,0.68,0.9,feature_importance,FALSE,90,0.62,FALSE,0.6,none,3/6/24 11:30,increase,moderate,mild
POL-903437,28,94,89.04,819000,0.73,0.51,0.1,0.42,0.79,counterfactual,FALSE,232,0.78,FALSE,0.6,premium_adjustment,10/24/25 17:17,increase,delayed,mild
POL-532036,61,380,510.26,781000,0.75,0.57,0.18,0.24,0.63,counterfactual,TRUE,88,0.62,TRUE,0.84,coverage_review,4/8/25 13:49,increase,moderate,high
POL-660203,33,162,152.78,298000,0.72,0.33,0.26,0.58,0.68,rule-based,FALSE,28,0.68,FALSE,0.62,none,1/4/25 15:10,increase,fast,none
